checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model
250,u0.25_s00,matched_random,100,500,0.25,0.1,0.12348775565624237,0.12348775565624237,11.199396969696968,0.12279999999999999,0.12348773330450058,2.2351741790771484e-08,0.12348775565624237,0.12348775565624237,0.12348775565624237,0.12348775565624237,0.12348775565624237,1.4901161193847656e-08,2.2351741790771484e-08,7.450580596923828e-09,community,curvature
250,u0.25_s01,nn,100,500,0.25,0.1,0.12409079819917679,0.12409079819917679,6.937303838383838,0.12653999999999999,0.12409079819917679,0.08645608276128769,0.022435128688812256,0.03344811201095581,0.10101678967475891,0.23160484433174133,0.42571699619293213,0.08551300317049026,0.08645608276128769,0.02747597172856331,community,curvature
250,u0.25_s01,matched_random,100,500,0.25,0.1,0.12409079819917679,0.12409079819917679,9.247567070707067,0.12356,0.12409079819917679,0.0,0.12409079819917679,0.12409079819917679,0.12409079819917679,0.12409079819917679,0.12409079819917679,1.4901161193847656e-08,0.0,2.2351741790771484e-08,community,curvature
250,u0.25_s02,nn,100,500,0.25,0.1,0.13296008110046387,0.13296008110046387,6.972683030303027,0.1304,0.13296008110046387,0.09190039336681366,0.022336483001708984,0.03798646628856659,0.10460181534290314,0.26258614957332604,0.42572924494743347,0.09085927158594131,0.09190039336681366,0.02777024731040001,community,curvature
250,u0.25_s02,matched_random,100,500,0.25,0.1,0.13296008110046387,0.13296008110046387,8.764678787878793,0.13336,0.13296008110046387,0.0,0.13296008110046387,0.13296008110046387,0.13296008110046387,0.13296008110046387,0.13296008110046387,1.4901161193847656e-08,0.0,0.0,community,curvature
250,u0.25_s03,nn,100,500,0.25,0.1,0.1264370083808899,0.1264370083808899,6.832860606060605,0.12638,0.1264370083808899,0.08471852540969849,0.02389734983444214,0.037216925621032716,0.09651820361614227,0.24904432594776155,0.3101907968521118,0.08374762535095215,0.08471852540969849,0.017424149438738823,community,curvature
250,u0.25_s03,matched_random,100,500,0.25,0.1,0.1264370083808899,0.1264370083808899,8.415074343434334,0.12752,0.1264369785785675,2.9802322387695312e-08,0.1264370083808899,0.1264370083808899,0.1264370083808899,0.1264370083808899,0.1264370083808899,1.4901161193847656e-08,2.9802322387695312e-08,1.4901161193847656e-08,community,curvature
250,u0.25_s04,nn,100,500,0.25,0.1,0.12145540118217468,0.12145540118217468,6.994436969696968,0.12296,0.12145540118217468,0.08223191648721695,0.022375047206878662,0.03276403546333313,0.10062941908836365,0.2429472953081131,0.3626338839530945,0.08129469305276871,0.08223191648721695,0.02157013863325119,community,curvature
250,u0.25_s04,matched_random,100,500,0.25,0.1,0.12145540118217468,0.12145540118217468,10.375992525252528,0.12138,0.12145542353391647,2.2351741790771484e-08,0.12145540118217468,0.12145540118217468,0.12145540118217468,0.12145540118217468,0.12145540118217468,7.450580596923828e-09,2.2351741790771484e-08,7.450580596923828e-09,community,curvature
200,u0.25_s00,nn,100,500,0.25,0.1,0.1285129189491272,0.1285129189491272,8.774137373737378,0.12966,0.1285129189491272,0.08151990175247192,0.04055771231651306,0.041896915435791014,0.10394220054149628,0.23173817992210388,0.23196539282798767,0.08039367944002151,0.08151990175247192,0.0056898812763392925,community,no_curvature
200,u0.25_s01,nn,100,500,0.25,0.1,0.1289692223072052,0.1289692223072052,7.306635959595964,0.13044,0.1289692223072052,0.08215731382369995,0.04053160548210144,0.041813808679580684,0.10424607992172241,0.23186925947666168,0.23196592926979065,0.08108872920274734,0.08215731382369995,0.007562789134681225,community,no_curvature
200,u0.25_s02,nn,100,500,0.25,0.1,0.130646213889122,0.130646213889122,7.38915696969697,0.12932,0.130646213889122,0.08229159563779831,0.040642738342285156,0.04181917309761047,0.10978421568870544,0.23185493648052216,0.23196592926979065,0.08111682534217834,0.08229159563779831,0.007054793648421764,community,no_curvature
200,u0.25_s03,nn,100,500,0.25,0.1,0.13127511739730835,0.13127511739730835,7.140216969696969,0.13055999999999998,0.13127511739730835,0.08268430083990097,0.04063546657562256,0.04181160926818848,0.11230354011058807,0.2318390369415283,0.23196575045585632,0.08160567283630371,0.08268430083990097,0.0066691734828054905,community,no_curvature
200,u0.25_s04,nn,100,500,0.25,0.1,0.12845934927463531,0.12845934927463531,7.955179393939392,0.12986,0.12845934927463531,0.08135414123535156,0.04061040282249451,0.041934031248092654,0.10379107296466827,0.2317596286535263,0.2319658398628235,0.08034275472164154,0.08135414123535156,0.006576525047421455,community,no_curvature
250,u0.30_s00,nn,100,500,0.3,0.1,0.12236081063747406,0.12236081063747406,8.840198383838384,0.1225,0.12236081063747406,0.08428248763084412,0.02232116460800171,0.034145087003707886,0.10111092031002045,0.24174807071685792,0.42571279406547546,0.08323869854211807,0.08428248763084412,0.024133823812007904,community,curvature
250,u0.30_s00,matched_random,100,500,0.3,0.1,0.12236081063747406,0.12236081063747406,11.497415151515153,0.12218,0.12236081808805466,7.450580596923828e-09,0.12236081063747406,0.12236081063747406,0.12236081063747406,0.12236081063747406,0.12236081063747406,2.2351741790771484e-08,7.450580596923828e-09,0.0,community,curvature
250,u0.30_s01,nn,100,500,0.3,0.1,0.13074436783790588,0.13074436783790588,8.123711515151514,0.13002,0.13074436783790588,0.09177163988351822,0.022328287363052368,0.03656476140022278,0.10677605867385864,0.25883638858795166,0.42574256658554077,0.09079334884881973,0.09177163988351822,0.030828269198536873,community,curvature
250,u0.30_s01,matched_random,100,500,0.3,0.1,0.13074436783790588,0.13074436783790588,11.328743838383827,0.13036,0.1307443529367447,1.4901161193847656e-08,0.13074436783790588,0.13074436783790588,0.13074436783790588,0.13074436783790588,0.13074436783790588,2.9802322387695312e-08,1.4901161193847656e-08,1.4901161193847656e-08,community,curvature
250,u0.30_s02,nn,100,500,0.3,0.1,0.12755557894706726,0.12755557894706726,8.058901414141415,0.12798,0.12755557894706726,0.08663922548294067,0.022413283586502075,0.035886770486831664,0.10376004874706268,0.23956778943538665,0.42573562264442444,0.08561716973781586,0.08663922548294067,0.02280583046376705,community,curvature
250,u0.30_s02,matched_random,100,500,0.3,0.1,0.12755557894706726,0.12755557894706726,10.565735151515142,0.12619999999999998,0.12755559384822845,1.4901161193847656e-08,0.12755557894706726,0.12755557894706726,0.12755557894706726,0.12755557894706726,0.12755557894706726,2.9802322387695312e-08,1.4901161193847656e-08,1.4901161193847656e-08,community,curvature
250,u0.30_s03,nn,100,500,0.3,0.1,0.12824618816375732,0.12824618816375732,8.716702222222224,0.12788,0.12824618816375732,0.09008815139532089,0.022315025329589844,0.03336296379566193,0.10354733467102051,0.26562201678752895,0.4257182776927948,0.08907421678304672,0.09008815139532089,0.03034062869846821,community,curvature
250,u0.30_s03,matched_random,100,500,0.3,0.1,0.12824618816375732,0.12824618816375732,11.446585858585859,0.12976000000000001,0.12824618816375732,0.0,0.12824618816375732,0.12824618816375732,0.12824618816375732,0.12824618816375732,0.12824618816375732,0.0,0.0,0.0,community,curvature
