node,af3_min_edge,af3_min_curvature,af3_min_normalized_score,orc_min_edge,orc_min_curvature,rank_score_af3_min,rank_score_af3_normalized,rank_score_orc_min,scenario_id,topology_seed
81,63-81,-6.0,0.4,37-81,-0.41666666666666696,6.0,0.4,0.41666666666666696,auto_000,3254350845
82,70-82,-17.0,0.7391304347826086,70-82,-0.2994505494505493,17.0,0.7391304347826086,0.2994505494505493,auto_000,3254350845
83,77-83,-6.0,0.3333333333333333,77-83,-0.045454545454545414,6.0,0.3333333333333333,0.045454545454545414,auto_000,3254350845
84,84-89,-11.0,0.55,84-89,-0.2857142857142858,11.0,0.55,0.2857142857142858,auto_000,3254350845
85,85-87,-1.0,0.045454545454545456,85-87,0.1562500000000001,1.0,0.045454545454545456,-0.1562500000000001,auto_000,3254350845
86,54-86,-1.0,0.0625,55-86,0.25,1.0,0.0625,-0.25,auto_000,3254350845
87,75-87,-14.0,0.7,75-87,-0.375,14.0,0.7,0.375,auto_000,3254350845
88,65-88,-5.0,0.29411764705882354,81-88,-0.10606060606060597,5.0,0.29411764705882354,0.10606060606060597,auto_000,3254350845
89,64-89,-13.0,0.6842105263157895,64-89,-0.3412698412698414,13.0,0.6842105263157895,0.3412698412698414,auto_000,3254350845
90,71-90,0.0,-0.0,71-90,0.1339285714285715,-0.0,-0.0,-0.1339285714285715,auto_000,3254350845
91,81-91,-3.0,0.3333333333333333,81-91,-0.059523809523809534,3.0,0.3333333333333333,0.059523809523809534,auto_000,3254350845
92,18-92,-3.0,0.3333333333333333,81-92,-0.2916666666666665,3.0,0.3333333333333333,0.2916666666666665,auto_000,3254350845
93,53-93,0.0,-0.0,53-93,0.08974358974358965,-0.0,-0.0,-0.08974358974358965,auto_000,3254350845
94,53-94,1.0,0.0,53-94,0.1250000000000001,-1.0,0.0,-0.1250000000000001,auto_000,3254350845
95,53-95,-4.0,0.21052631578947367,53-95,-0.13257575757575757,4.0,0.21052631578947367,0.13257575757575757,auto_000,3254350845
96,87-96,-8.0,0.4,87-96,-0.125,8.0,0.4,0.125,auto_000,3254350845
97,77-97,-4.0,0.25,77-97,0.01515151515151536,4.0,0.25,-0.01515151515151536,auto_000,3254350845
98,66-98,-8.0,0.34782608695652173,66-98,-0.15384615384615397,8.0,0.34782608695652173,0.15384615384615397,auto_000,3254350845
99,87-99,-9.0,0.42857142857142855,87-99,-0.17361111111111116,9.0,0.42857142857142855,0.17361111111111116,auto_000,3254350845
0,0-47,-1.0,0.07692307692307693,0-47,0.17499999999999993,1.0,0.07692307692307693,-0.17499999999999993,auto_001,2351345122
1,1-3,-4.0,0.4,1-3,-0.16666666666666674,4.0,0.4,0.16666666666666674,auto_001,2351345122
2,2-6,-5.0,0.35714285714285715,2-98,-0.13095238095238093,5.0,0.35714285714285715,0.13095238095238093,auto_001,2351345122
3,1-3,-4.0,0.4,1-3,-0.16666666666666674,4.0,0.4,0.16666666666666674,auto_001,2351345122
4,4-25,-7.0,0.5384615384615384,4-25,-0.0642857142857145,7.0,0.5384615384615384,0.0642857142857145,auto_001,2351345122
5,5-24,-7.0,0.5384615384615384,5-44,-0.1875,7.0,0.5384615384615384,0.1875,auto_001,2351345122
6,6-15,-6.0,0.3333333333333333,6-26,-0.15340909090909105,6.0,0.3333333333333333,0.15340909090909105,auto_001,2351345122
7,7-22,-1.0,0.0625,7-22,0.07070707070707061,1.0,0.0625,-0.07070707070707061,auto_001,2351345122
8,8-35,-8.0,0.47058823529411764,8-35,-0.13888888888888884,8.0,0.47058823529411764,0.13888888888888884,auto_001,2351345122
9,9-32,-5.0,0.29411764705882354,9-32,-0.06363636363636371,5.0,0.29411764705882354,0.06363636363636371,auto_001,2351345122
10,10-36,-8.0,0.4,10-32,-0.18181818181818166,8.0,0.4,0.18181818181818166,auto_001,2351345122
11,11-22,-1.0,0.0625,11-22,0.0707070707070705,1.0,0.0625,-0.0707070707070705,auto_001,2351345122
12,2-12,-4.0,0.4,2-12,1.1102230246251565e-16,4.0,0.4,-1.1102230246251565e-16,auto_001,2351345122
13,13-29,-4.0,0.4,13-29,-0.050000000000000044,4.0,0.4,0.050000000000000044,auto_001,2351345122
14,14-28,-9.0,0.5,14-28,-0.3205128205128207,9.0,0.5,0.3205128205128207,auto_001,2351345122
15,15-35,-7.0,0.3684210526315789,15-35,-0.10227272727272729,7.0,0.3684210526315789,0.10227272727272729,auto_001,2351345122
16,16-26,-2.0,0.18181818181818182,16-26,-0.008928571428571619,2.0,0.18181818181818182,0.008928571428571619,auto_001,2351345122
17,17-28,-7.0,0.4375,17-28,-0.07692307692307665,7.0,0.4375,0.07692307692307665,auto_001,2351345122
18,14-18,-5.0,0.35714285714285715,18-19,-0.22222222222222232,5.0,0.35714285714285715,0.22222222222222232,auto_001,2351345122
19,18-19,-5.0,0.35714285714285715,18-19,-0.22222222222222232,5.0,0.35714285714285715,0.22222222222222232,auto_001,2351345122
20,20-36,-2.0,0.14285714285714285,20-36,0.1461538461538462,2.0,0.14285714285714285,-0.1461538461538462,auto_001,2351345122
21,21-35,-8.0,0.47058823529411764,21-35,-0.13888888888888884,8.0,0.47058823529411764,0.13888888888888884,auto_001,2351345122
22,1-22,-3.0,0.2,1-22,-0.09090909090909083,3.0,0.2,0.09090909090909083,auto_001,2351345122
23,17-23,-4.0,0.3076923076923077,17-23,0.03571428571428559,4.0,0.3076923076923077,-0.03571428571428559,auto_001,2351345122
24,24-96,-11.0,0.7857142857142857,24-96,-0.5000000000000002,11.0,0.7857142857142857,0.5000000000000002,auto_001,2351345122
25,4-25,-7.0,0.5384615384615384,4-25,-0.0642857142857145,7.0,0.5384615384615384,0.0642857142857145,auto_001,2351345122
26,6-26,-6.0,0.4,24-26,-0.17361111111111116,6.0,0.4,0.17361111111111116,auto_001,2351345122
27,4-27,-1.0,0.0625,21-27,0.04999999999999982,1.0,0.0625,-0.04999999999999982,auto_001,2351345122
28,28-44,-11.0,0.6470588235294118,28-44,-0.39423076923076894,11.0,0.6470588235294118,0.39423076923076894,auto_001,2351345122
29,29-39,-8.0,0.47058823529411764,24-29,-0.09444444444444455,8.0,0.47058823529411764,0.09444444444444455,auto_001,2351345122
30,15-30,-5.0,0.35714285714285715,15-30,-0.09090909090909105,5.0,0.35714285714285715,0.09090909090909105,auto_001,2351345122
31,31-46,-4.0,0.4,31-46,-0.16666666666666674,4.0,0.4,0.16666666666666674,auto_001,2351345122
32,28-32,-8.0,0.4,10-32,-0.18181818181818166,8.0,0.4,0.18181818181818166,auto_001,2351345122
33,1-33,-4.0,0.4,1-33,-0.16666666666666674,4.0,0.4,0.16666666666666674,auto_001,2351345122
34,6-34,-5.0,0.29411764705882354,18-34,-0.03333333333333366,5.0,0.29411764705882354,0.03333333333333366,auto_001,2351345122
35,8-35,-8.0,0.47058823529411764,32-35,-0.17045454545454541,8.0,0.47058823529411764,0.17045454545454541,auto_001,2351345122
36,10-36,-8.0,0.4,10-36,-0.1748251748251748,8.0,0.4,0.1748251748251748,auto_001,2351345122
37,37-38,-6.0,0.4,37-39,-0.050000000000000044,6.0,0.4,0.050000000000000044,auto_001,2351345122
38,37-38,-6.0,0.4,37-38,-0.03333333333333344,6.0,0.4,0.03333333333333344,auto_001,2351345122
39,29-39,-8.0,0.47058823529411764,29-39,-0.05909090909090908,8.0,0.47058823529411764,0.05909090909090908,auto_001,2351345122
40,29-40,0.0,-0.0,29-40,0.15000000000000002,-0.0,-0.0,-0.15000000000000002,auto_001,2351345122
41,24-41,-7.0,0.7,24-41,-0.3111111111111109,7.0,0.7,0.3111111111111109,auto_001,2351345122
42,8-42,-4.0,0.4,8-42,-0.0555555555555558,4.0,0.4,0.0555555555555558,auto_001,2351345122
43,28-43,-10.0,0.625,28-43,-0.21978021978021944,10.0,0.625,0.21978021978021944,auto_001,2351345122
44,28-44,-11.0,0.6470588235294118,28-44,-0.39423076923076894,11.0,0.6470588235294118,0.39423076923076894,auto_001,2351345122
45,18-45,-5.0,0.35714285714285715,18-45,-0.22222222222222232,5.0,0.35714285714285715,0.22222222222222232,auto_001,2351345122
46,43-46,-5.0,0.45454545454545453,43-46,-0.2142857142857144,5.0,0.45454545454545453,0.2142857142857144,auto_001,2351345122
47,8-47,-2.0,0.11764705882352941,21-47,1.1102230246251565e-16,2.0,0.11764705882352941,-1.1102230246251565e-16,auto_001,2351345122
48,44-48,-11.0,0.6470588235294118,44-48,-0.3173076923076923,11.0,0.6470588235294118,0.3173076923076923,auto_001,2351345122
49,38-49,-3.0,0.3333333333333333,38-49,0.05555555555555558,3.0,0.3333333333333333,-0.05555555555555558,auto_001,2351345122
50,50-54,-5.0,0.1724137931034483,50-54,0.030769230769230438,5.0,0.1724137931034483,-0.030769230769230438,auto_001,2351345122
51,51-84,-5.0,0.45454545454545453,51-84,-0.3000000000000005,5.0,0.45454545454545453,0.3000000000000005,auto_001,2351345122
52,52-84,-12.0,0.5714285714285714,52-84,-0.2833333333333332,12.0,0.5714285714285714,0.2833333333333332,auto_001,2351345122
53,53-72,-1.0,0.25,53-72,-0.125,1.0,0.25,0.125,auto_001,2351345122
54,54-92,-7.0,0.4375,54-92,-0.1868131868131866,7.0,0.4375,0.1868131868131866,auto_001,2351345122
55,55-56,-11.0,0.4230769230769231,55-84,-0.2250000000000003,11.0,0.4230769230769231,0.2250000000000003,auto_001,2351345122
56,55-56,-11.0,0.4230769230769231,55-56,-0.07500000000000018,11.0,0.4230769230769231,0.07500000000000018,auto_001,2351345122
57,57-74,-12.0,0.4444444444444444,57-87,-0.07500000000000018,12.0,0.4444444444444444,0.07500000000000018,auto_001,2351345122
58,54-58,-5.0,0.1724137931034483,54-58,0.030769230769230438,5.0,0.1724137931034483,-0.030769230769230438,auto_001,2351345122
59,59-93,-9.0,0.5,59-93,-0.05882352941176472,9.0,0.5,0.05882352941176472,auto_001,2351345122
60,54-60,-3.0,0.1111111111111111,54-60,0.03632478632478631,3.0,0.1111111111111111,-0.03632478632478631,auto_001,2351345122
61,54-61,-4.0,0.14285714285714285,61-67,0.020242914979757387,4.0,0.14285714285714285,-0.020242914979757387,auto_001,2351345122
62,62-65,-11.0,0.3793103448275862,57-62,-0.06315789473684208,11.0,0.3793103448275862,0.06315789473684208,auto_001,2351345122
63,55-63,-11.0,0.4782608695652174,55-63,-0.14642857142857157,11.0,0.4782608695652174,0.14642857142857157,auto_001,2351345122
64,64-65,-3.0,0.2,64-65,0.19285714285714306,3.0,0.2,-0.19285714285714306,auto_001,2351345122
65,65-87,-12.0,0.4,62-65,-0.041353383458646364,12.0,0.4,0.041353383458646364,auto_001,2351345122
66,66-84,-5.0,0.45454545454545453,66-84,-0.30000000000000004,5.0,0.45454545454545453,0.30000000000000004,auto_001,2351345122
67,67-92,-7.0,0.4375,67-92,-0.18681318681318704,7.0,0.4375,0.18681318681318704,auto_001,2351345122
68,68-85,-5.0,0.25,68-70,0.023809523809523836,5.0,0.25,-0.023809523809523836,auto_001,2351345122
69,69-88,-6.0,0.18181818181818182,69-95,0.04761904761904778,6.0,0.18181818181818182,-0.04761904761904778,auto_001,2351345122
70,65-70,-4.0,0.25,63-70,0.023809523809523836,4.0,0.25,-0.023809523809523836,auto_001,2351345122
71,71-82,-11.0,0.4782608695652174,71-82,-0.19444444444444442,11.0,0.4782608695652174,0.19444444444444442,auto_001,2351345122
72,72-92,-4.0,0.5714285714285714,72-92,-0.2857142857142856,4.0,0.5714285714285714,0.2857142857142856,auto_001,2351345122
73,72-73,-1.0,0.25,72-73,-0.125,1.0,0.25,0.125,auto_001,2351345122
74,57-74,-12.0,0.4444444444444444,57-74,-0.06190476190476213,12.0,0.4444444444444444,0.06190476190476213,auto_001,2351345122
75,75-98,-12.0,0.6666666666666666,75-98,-0.29166666666666674,12.0,0.6666666666666666,0.29166666666666674,auto_001,2351345122
76,76-84,-3.0,0.3333333333333333,76-84,-0.03333333333333344,3.0,0.3333333333333333,0.03333333333333344,auto_001,2351345122
77,77-91,-7.0,0.4375,77-91,0.10000000000000009,7.0,0.4375,-0.10000000000000009,auto_001,2351345122
78,72-78,-2.0,0.4,72-78,-0.20000000000000018,2.0,0.4,0.20000000000000018,auto_001,2351345122
79,75-79,-8.0,0.4,56-79,0.03750000000000009,8.0,0.4,-0.03750000000000009,auto_001,2351345122
80,80-93,-9.0,0.42857142857142855,80-93,-0.0588235294117645,9.0,0.42857142857142855,0.0588235294117645,auto_001,2351345122
81,81-86,-8.0,0.3076923076923077,81-96,-0.0277777777777779,8.0,0.3076923076923077,0.0277777777777779,auto_001,2351345122
82,71-82,-11.0,0.4782608695652174,71-82,-0.19444444444444442,11.0,0.4782608695652174,0.19444444444444442,auto_001,2351345122
83,83-89,-7.0,0.22580645161290322,83-89,0.013157894736842257,7.0,0.22580645161290322,-0.013157894736842257,auto_001,2351345122
84,52-84,-12.0,0.5714285714285714,51-84,-0.3000000000000005,12.0,0.5714285714285714,0.3000000000000005,auto_001,2351345122
85,56-85,-11.0,0.4782608695652174,56-85,-0.0264705882352938,11.0,0.4782608695652174,0.0264705882352938,auto_001,2351345122
86,74-86,-11.0,0.3793103448275862,56-86,0.0,11.0,0.3793103448275862,-0.0,auto_001,2351345122
87,65-87,-12.0,0.4,57-87,-0.07500000000000018,12.0,0.4,0.07500000000000018,auto_001,2351345122
88,82-88,-9.0,0.42857142857142855,82-88,-0.14583333333333326,9.0,0.42857142857142855,0.14583333333333326,auto_001,2351345122
89,83-89,-7.0,0.22580645161290322,83-89,0.013157894736842257,7.0,0.22580645161290322,-0.013157894736842257,auto_001,2351345122
90,82-90,0.0,-0.0,82-90,0.18055555555555547,-0.0,-0.0,-0.18055555555555547,auto_001,2351345122
91,82-91,-8.0,0.4,82-91,-0.13333333333333353,8.0,0.4,0.13333333333333353,auto_001,2351345122
92,54-92,-7.0,0.4375,72-92,-0.2857142857142856,7.0,0.4375,0.2857142857142856,auto_001,2351345122
93,59-93,-9.0,0.5,59-93,-0.05882352941176472,9.0,0.5,0.05882352941176472,auto_001,2351345122
94,88-94,-6.0,0.18181818181818182,94-95,0.04761904761904767,6.0,0.18181818181818182,-0.04761904761904767,auto_001,2351345122
95,95-98,-11.0,0.6470588235294118,95-98,-0.2833333333333332,11.0,0.6470588235294118,0.2833333333333332,auto_001,2351345122
96,24-96,-11.0,0.7857142857142857,24-96,-0.5000000000000002,11.0,0.7857142857142857,0.5000000000000002,auto_001,2351345122
97,86-97,-7.0,0.28,96-97,-0.016339869281045694,7.0,0.28,0.016339869281045694,auto_001,2351345122
98,75-98,-12.0,0.6666666666666666,75-98,-0.29166666666666674,12.0,0.6666666666666666,0.29166666666666674,auto_001,2351345122
99,54-99,-6.0,0.4,54-99,-0.11538461538461542,6.0,0.4,0.11538461538461542,auto_001,2351345122
0,0-43,-2.0,0.18181818181818182,0-43,0.09999999999999987,2.0,0.18181818181818182,-0.09999999999999987,auto_002,1224012720
1,1-8,-2.0,0.11764705882352941,1-8,0.09722222222222232,2.0,0.11764705882352941,-0.09722222222222232,auto_002,1224012720
2,2-6,0.0,-0.0,2-6,0.1987179487179489,-0.0,-0.0,-0.1987179487179489,auto_002,1224012720
3,3-34,-9.0,0.42857142857142855,3-30,-0.27777777777777746,9.0,0.42857142857142855,0.27777777777777746,auto_002,1224012720
4,4-44,-12.0,0.6666666666666666,4-44,-0.26666666666666683,12.0,0.6666666666666666,0.26666666666666683,auto_002,1224012720
5,5-7,2.0,0.0,5-7,0.24242424242424243,-2.0,0.0,-0.24242424242424243,auto_002,1224012720
6,6-36,-10.0,0.5263157894736842,6-9,-0.16923076923076952,10.0,0.5263157894736842,0.16923076923076952,auto_002,1224012720
7,7-45,-3.0,0.2,7-49,-0.034090909090909394,3.0,0.2,0.034090909090909394,auto_002,1224012720
8,8-38,-10.0,0.625,8-38,-0.29166666666666674,10.0,0.625,0.29166666666666674,auto_002,1224012720
9,9-42,-9.0,0.5,9-42,-0.19999999999999996,9.0,0.5,0.19999999999999996,auto_002,1224012720
10,10-64,-10.0,0.7692307692307693,10-64,-0.520833333333333,10.0,0.7692307692307693,0.520833333333333,auto_002,1224012720
11,11-41,-6.0,0.4,11-41,-0.06666666666666665,6.0,0.4,0.06666666666666665,auto_002,1224012720
12,12-42,-10.0,0.625,12-42,-0.2916666666666665,10.0,0.625,0.2916666666666665,auto_002,1224012720
13,13-48,-4.0,0.4,13-48,-0.15000000000000036,4.0,0.4,0.15000000000000036,auto_002,1224012720
14,14-61,-16.0,1.0,14-61,-0.7261904761904765,16.0,1.0,0.7261904761904765,auto_002,1224012720
15,15-42,1.0,0.0,15-42,0.16666666666666663,-1.0,0.0,-0.16666666666666663,auto_002,1224012720
16,16-29,-6.0,0.5,16-29,-0.13636363636363624,6.0,0.5,0.13636363636363624,auto_002,1224012720
17,17-38,-2.0,0.18181818181818182,17-38,-0.017857142857142794,2.0,0.18181818181818182,0.017857142857142794,auto_002,1224012720
18,9-18,-6.0,0.5,9-18,-0.033333333333333215,6.0,0.5,0.033333333333333215,auto_002,1224012720
19,16-19,-5.0,0.35714285714285715,19-36,-0.07857142857142874,5.0,0.35714285714285715,0.07857142857142874,auto_002,1224012720
20,20-44,-3.0,0.25,20-44,0.16666666666666685,3.0,0.25,-0.16666666666666685,auto_002,1224012720
21,21-38,-2.0,0.18181818181818182,21-38,-0.017857142857142794,2.0,0.18181818181818182,0.017857142857142794,auto_002,1224012720
22,22-27,-7.0,0.5384615384615384,22-27,-0.11805555555555558,7.0,0.5384615384615384,0.11805555555555558,auto_002,1224012720
23,4-23,-7.0,0.4375,4-23,-0.15000000000000036,7.0,0.4375,0.15000000000000036,auto_002,1224012720
24,14-24,-10.0,0.7692307692307693,14-24,-0.23484848484848464,10.0,0.7692307692307693,0.23484848484848464,auto_002,1224012720
25,25-31,-5.0,0.45454545454545453,25-31,-0.1517857142857144,5.0,0.45454545454545453,0.1517857142857144,auto_002,1224012720
26,3-26,-4.0,0.3076923076923077,3-26,0.05833333333333335,4.0,0.3076923076923077,-0.05833333333333335,auto_002,1224012720
27,22-27,-7.0,0.5384615384615384,22-27,-0.11805555555555558,7.0,0.5384615384615384,0.11805555555555558,auto_002,1224012720
28,4-28,-5.0,0.29411764705882354,28-36,-0.10454545454545427,5.0,0.29411764705882354,0.10454545454545427,auto_002,1224012720
29,16-29,-6.0,0.5,29-48,-0.20000000000000018,6.0,0.5,0.20000000000000018,auto_002,1224012720
30,3-30,-8.0,0.47058823529411764,3-30,-0.27777777777777746,8.0,0.47058823529411764,0.27777777777777746,auto_002,1224012720
31,25-31,-5.0,0.45454545454545453,25-31,-0.1517857142857144,5.0,0.45454545454545453,0.1517857142857144,auto_002,1224012720
32,32-41,-6.0,0.5,32-48,-0.18333333333333335,6.0,0.5,0.18333333333333335,auto_002,1224012720
33,8-33,-2.0,0.11764705882352941,8-33,0.09722222222222232,2.0,0.11764705882352941,-0.09722222222222232,auto_002,1224012720
34,4-34,-10.0,0.5263157894736842,4-34,-0.23846153846153806,10.0,0.5263157894736842,0.23846153846153806,auto_002,1224012720
35,35-42,-5.0,0.35714285714285715,35-39,-2.220446049250313e-16,5.0,0.35714285714285715,2.220446049250313e-16,auto_002,1224012720
36,6-36,-10.0,0.5263157894736842,36-41,-0.19999999999999996,10.0,0.5263157894736842,0.19999999999999996,auto_002,1224012720
37,37-42,1.0,0.0,37-42,0.16666666666666663,-1.0,0.0,-0.16666666666666663,auto_002,1224012720
38,8-38,-10.0,0.625,38-44,-0.41666666666666674,10.0,0.625,0.41666666666666674,auto_002,1224012720
39,3-39,-9.0,0.5,3-39,-0.15833333333333321,9.0,0.5,0.15833333333333321,auto_002,1224012720
40,9-40,-5.0,0.35714285714285715,9-40,-0.03750000000000031,5.0,0.35714285714285715,0.03750000000000031,auto_002,1224012720
41,41-48,-13.0,0.8125,41-48,-0.3500000000000001,13.0,0.8125,0.3500000000000001,auto_002,1224012720
42,12-42,-10.0,0.625,12-42,-0.2916666666666665,10.0,0.625,0.2916666666666665,auto_002,1224012720
43,43-64,-11.0,0.7857142857142857,43-56,-0.5,11.0,0.7857142857142857,0.5,auto_002,1224012720
44,4-44,-12.0,0.6666666666666666,38-44,-0.41666666666666674,12.0,0.6666666666666666,0.41666666666666674,auto_002,1224012720
45,7-45,-3.0,0.2,7-45,-0.03409090909090917,3.0,0.2,0.03409090909090917,auto_002,1224012720
46,3-46,-8.0,0.47058823529411764,3-46,-0.27777777777777746,8.0,0.47058823529411764,0.27777777777777746,auto_002,1224012720
47,42-47,1.0,0.0,42-47,0.16666666666666674,-1.0,0.0,-0.16666666666666674,auto_002,1224012720
48,41-48,-13.0,0.8125,41-48,-0.3500000000000001,13.0,0.8125,0.3500000000000001,auto_002,1224012720
49,7-49,-3.0,0.2,7-49,-0.034090909090909394,3.0,0.2,0.034090909090909394,auto_002,1224012720
50,50-75,-2.0,0.18181818181818182,50-75,-2.220446049250313e-16,2.0,0.18181818181818182,2.220446049250313e-16,auto_002,1224012720
51,51-75,-2.0,0.18181818181818182,51-75,-2.220446049250313e-16,2.0,0.18181818181818182,2.220446049250313e-16,auto_002,1224012720
52,52-76,-13.0,0.8125,52-76,-0.3125,13.0,0.8125,0.3125,auto_002,1224012720
53,53-55,-11.0,0.4230769230769231,53-91,-0.1595238095238094,11.0,0.4230769230769231,0.1595238095238094,auto_002,1224012720
54,54-77,-6.0,0.3333333333333333,54-77,-0.0940170940170939,6.0,0.3333333333333333,0.0940170940170939,auto_002,1224012720
55,53-55,-11.0,0.4230769230769231,53-55,-0.14285714285714302,11.0,0.4230769230769231,0.14285714285714302,auto_002,1224012720
56,43-56,-10.0,1.0,43-56,-0.5,10.0,1.0,0.5,auto_002,1224012720
57,57-79,-9.0,0.42857142857142855,57-79,-0.09999999999999987,9.0,0.42857142857142855,0.09999999999999987,auto_002,1224012720
58,58-72,-6.0,0.2857142857142857,58-87,-0.23611111111111116,6.0,0.2857142857142857,0.23611111111111116,auto_002,1224012720
59,53-59,-7.0,0.3181818181818182,53-59,-0.06547619047619002,7.0,0.3181818181818182,0.06547619047619002,auto_002,1224012720
60,60-97,-2.0,0.11764705882352941,60-80,0.1346153846153848,2.0,0.11764705882352941,-0.1346153846153848,auto_002,1224012720
61,14-61,-16.0,1.0,14-61,-0.7261904761904765,16.0,1.0,0.7261904761904765,auto_002,1224012720
62,62-96,-7.0,0.4375,62-96,-0.005050505050504972,7.0,0.4375,0.005050505050504972,auto_002,1224012720
63,63-80,-3.0,0.16666666666666666,63-80,-0.05555555555555558,3.0,0.16666666666666666,0.05555555555555558,auto_002,1224012720
64,64-84,-14.0,1.0,10-64,-0.520833333333333,14.0,1.0,0.520833333333333,auto_002,1224012720
65,65-97,-2.0,0.11764705882352941,65-80,0.1346153846153848,2.0,0.11764705882352941,-0.1346153846153848,auto_002,1224012720
66,66-95,-2.0,0.14285714285714285,66-95,0.058441558441558406,2.0,0.14285714285714285,-0.058441558441558406,auto_002,1224012720
67,67-95,-3.0,0.2,67-95,0.03571428571428559,3.0,0.2,-0.03571428571428559,auto_002,1224012720
68,68-75,-4.0,0.3076923076923077,68-75,-0.1428571428571428,4.0,0.3076923076923077,0.1428571428571428,auto_002,1224012720
69,64-69,-5.0,0.29411764705882354,64-69,-0.04326923076923084,5.0,0.29411764705882354,0.04326923076923084,auto_002,1224012720
70,70-95,-6.0,0.3333333333333333,70-81,-0.033333333333333215,6.0,0.3333333333333333,0.033333333333333215,auto_002,1224012720
71,71-95,-3.0,0.2,71-95,0.035714285714285476,3.0,0.2,-0.035714285714285476,auto_002,1224012720
72,72-83,-13.0,0.4642857142857143,72-83,-0.1875,13.0,0.4642857142857143,0.1875,auto_002,1224012720
73,73-99,-4.0,0.3076923076923077,56-73,0.03571428571428559,4.0,0.3076923076923077,-0.03571428571428559,auto_002,1224012720
74,74-81,-7.0,0.3181818181818182,74-82,-0.1464646464646464,7.0,0.3181818181818182,0.1464646464646464,auto_002,1224012720
75,75-97,-6.0,0.2857142857142857,68-75,-0.1428571428571428,6.0,0.2857142857142857,0.1428571428571428,auto_002,1224012720
76,52-76,-13.0,0.8125,52-76,-0.3125,13.0,0.8125,0.3125,auto_002,1224012720
77,77-82,-9.0,0.5,77-82,-0.20940170940170866,9.0,0.5,0.20940170940170866,auto_002,1224012720
78,78-83,-10.0,0.35714285714285715,78-83,-0.1875,10.0,0.35714285714285715,0.1875,auto_002,1224012720
79,57-79,-9.0,0.42857142857142855,57-79,-0.09999999999999987,9.0,0.42857142857142855,0.09999999999999987,auto_002,1224012720
80,72-80,-4.0,0.16,63-80,-0.05555555555555558,4.0,0.16,0.05555555555555558,auto_002,1224012720
81,78-81,-9.0,0.3333333333333333,74-81,-0.12424242424242427,9.0,0.3333333333333333,0.12424242424242427,auto_002,1224012720
82,77-82,-9.0,0.5,77-82,-0.20940170940170866,9.0,0.5,0.20940170940170866,auto_002,1224012720
83,83-84,-16.0,0.7272727272727273,83-84,-0.26875000000000027,16.0,0.7272727272727273,0.26875000000000027,auto_002,1224012720
84,83-84,-16.0,0.7272727272727273,64-84,-0.3999999999999999,16.0,0.7272727272727273,0.3999999999999999,auto_002,1224012720
85,64-85,-5.0,0.29411764705882354,64-85,-0.04326923076923084,5.0,0.29411764705882354,0.04326923076923084,auto_002,1224012720
86,64-86,-7.0,0.3684210526315789,64-86,-0.07916666666666683,7.0,0.3684210526315789,0.07916666666666683,auto_002,1224012720
87,58-87,-6.0,0.6666666666666666,58-87,-0.23611111111111116,6.0,0.6666666666666666,0.23611111111111116,auto_002,1224012720
88,58-88,-3.0,0.3333333333333333,87-88,-0.125,3.0,0.3333333333333333,0.125,auto_002,1224012720
89,89-95,-3.0,0.5,89-95,-0.1428571428571428,3.0,0.5,0.1428571428571428,auto_002,1224012720
90,78-90,-9.0,0.3333333333333333,74-90,-0.12424242424242427,9.0,0.3333333333333333,0.12424242424242427,auto_002,1224012720
91,53-91,-10.0,0.4,53-91,-0.1595238095238094,10.0,0.4,0.1595238095238094,auto_002,1224012720
92,75-92,-2.0,0.18181818181818182,75-92,-2.220446049250313e-16,2.0,0.18181818181818182,2.220446049250313e-16,auto_002,1224012720
93,78-93,-7.0,0.3684210526315789,78-93,-0.008928571428571397,7.0,0.3684210526315789,0.008928571428571397,auto_002,1224012720
94,53-94,-7.0,0.3181818181818182,53-94,-0.06547619047619024,7.0,0.3181818181818182,0.06547619047619024,auto_002,1224012720
95,70-95,-6.0,0.3333333333333333,89-95,-0.1428571428571428,6.0,0.3333333333333333,0.1428571428571428,auto_002,1224012720
96,72-96,-8.0,0.34782608695652173,72-96,-0.06249999999999978,8.0,0.34782608695652173,0.06249999999999978,auto_002,1224012720
97,74-97,-7.0,0.3181818181818182,75-97,-0.13333333333333353,7.0,0.3181818181818182,0.13333333333333353,auto_002,1224012720
98,88-98,-2.0,0.4,88-98,-0.07499999999999996,2.0,0.4,0.07499999999999996,auto_002,1224012720
99,53-99,-8.0,0.4,53-99,-0.05714285714285672,8.0,0.4,0.05714285714285672,auto_002,1224012720
0,0-3,-3.0,0.2,0-3,0.03888888888888886,3.0,0.2,-0.03888888888888886,auto_003,1776065671
1,1-10,-5.0,0.625,1-10,-0.3333333333333335,5.0,0.625,0.3333333333333335,auto_003,1776065671
2,2-6,-10.0,0.625,2-6,-0.2527472527472525,10.0,0.625,0.2527472527472525,auto_003,1776065671
3,3-27,-10.0,0.45454545454545453,3-48,-0.06666666666666665,10.0,0.45454545454545453,0.06666666666666665,auto_003,1776065671
4,4-20,-10.0,0.45454545454545453,4-20,-0.15384615384615374,10.0,0.45454545454545453,0.15384615384615374,auto_003,1776065671
5,5-35,-9.0,0.5,5-46,-0.19545454545454533,9.0,0.5,0.19545454545454533,auto_003,1776065671
6,2-6,-10.0,0.625,2-6,-0.2527472527472525,10.0,0.625,0.2527472527472525,auto_003,1776065671
