actual_tx_ratio,alpha,base_tx_ratio,calibrated_intercept,candidate_id,dynamic_repeat_index,evaluated_on_full,evaluation_phase,mean_VAoI,mean_tail_VAoI,phase,phase_slots,search_probability_mean,topology_index
0.08914,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.616970101010094,19.95912323232324,coarse,500,0.08942336811767868,18
0.08753999999999999,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,7.974430909090907,20.57471111111113,coarse,500,0.08942336811767868,18
0.08163999999999999,1.0,0.08750000000000002,-2.76202392578125,12,0,True,full,7.843039595959602,20.201046464646474,coarse,500,0.08452787939452477,19
0.08474,1.0,0.08750000000000002,-2.76202392578125,12,1,True,full,8.344017373737383,21.458202020202,coarse,500,0.08452787939452477,19
0.09917999999999999,1.2,0.1,-2.7024993896484375,20,0,True,full,8.649902828282832,22.534109090909105,coarse,500,0.09854143446794567,0
0.09916,1.2,0.1,-2.7024993896484375,20,1,True,full,9.425965252525248,24.55191111111113,coarse,500,0.09854143446794567,0
0.10448,1.2,0.1,-2.7024993896484375,20,0,True,full,7.598115353535357,19.7814303030303,coarse,500,0.10551826621632011,1
0.10784,1.2,0.1,-2.7024993896484375,20,1,True,full,7.055398787878791,18.831729292929303,coarse,500,0.10551826621632011,1
0.09802,1.2,0.1,-2.7024993896484375,20,0,True,full,7.044333939393936,19.064545454545442,coarse,500,0.09780328673617361,2
0.09646,1.2,0.1,-2.7024993896484375,20,1,True,full,7.35896161616162,20.189842424242414,coarse,500,0.09780328673617361,2
0.10194,1.2,0.1,-2.7024993896484375,20,0,True,full,7.6164903030302975,20.456501010101015,coarse,500,0.10103066080911685,3
0.09954,1.2,0.1,-2.7024993896484375,20,1,True,full,7.522234545454543,20.253717171717167,coarse,500,0.10103066080911685,3
0.10178000000000001,1.2,0.1,-2.7024993896484375,20,0,True,full,7.294740606060604,18.622488888888874,coarse,500,0.10130507475707667,4
