checkpoint_episode,scenario_id,policy,n_nodes,slots,update_probability,target_tx_ratio,matched_rate_probability,policy_probability,mean_VAoI,actual_tx_ratio,action_prob_mean,action_prob_std,action_prob_min,action_prob_p10,action_prob_p50,action_prob_p90,action_prob_max,action_prob_node_std_mean,action_prob_global_std,action_prob_per_node_mean_std,topology,model,node_count
190,n130_s01,nn,130,200,0.2,0.1,0.11789698153734207,0.11789698153734207,5.323463625521764,0.11846153846153847,0.11789698153734207,0.07738114893436432,0.021571844816207886,0.03472417593002319,0.10003894567489624,0.22955523729324342,0.4033631384372711,0.07590489834547043,0.07738114893436432,0.023384002968668938,community,cross_model,130
190,n130_s01,matched_random,130,200,0.2,0.1,0.11789698153734207,0.11789698153734207,7.14594871794871,0.11846153846153847,0.11789700388908386,2.2351741790771484e-08,0.11789698153734207,0.11789698153734207,0.11789698153734207,0.11789698153734207,0.11789698153734207,0.0,2.2351741790771484e-08,0.0,community,cross_model,130
190,n130_s02,nn,130,200,0.2,0.1,0.11606702953577042,0.11606702953577042,5.798135062611809,0.11573076923076923,0.11606702953577042,0.07763167470693588,0.021499693393707275,0.034954944252967836,0.09512042999267578,0.2254254221916199,0.4034615755081177,0.07627338916063309,0.07763167470693588,0.025114435702562332,community,cross_model,130
190,n130_s02,matched_random,130,200,0.2,0.1,0.11606702953577042,0.11606702953577042,8.05409838998211,0.11611538461538462,0.11606704443693161,1.4901161193847656e-08,0.11606702953577042,0.11606702953577042,0.11606702953577042,0.11606702953577042,0.11606702953577042,7.450580596923828e-09,1.4901161193847656e-08,0.0,community,cross_model,130
190,n130_s03,nn,130,200,0.2,0.1,0.11971815675497055,0.11971815675497055,6.061451997614787,0.12130769230769231,0.11971815675497055,0.07971495389938354,0.02167046070098877,0.03798285722732544,0.09467385709285736,0.23726618289947513,0.4034245014190674,0.07849324494600296,0.07971495389938354,0.02393440343439579,community,cross_model,130
190,n130_s03,matched_random,130,200,0.2,0.1,0.11971815675497055,0.11971815675497055,8.002932617769831,0.12234615384615384,0.11971817910671234,2.2351741790771484e-08,0.11971815675497055,0.11971815675497055,0.11971815675497055,0.11971815675497055,0.11971815675497055,7.450580596923828e-09,2.2351741790771484e-08,1.4901161193847656e-08,community,cross_model,130
190,n130_s04,nn,130,200,0.2,0.1,0.12327466160058975,0.12327466160058975,6.008404889683959,0.12449999999999999,0.12327466160058975,0.08153046667575836,0.02153909206390381,0.039000770449638365,0.09739601612091064,0.23968648910522464,0.40318891406059265,0.08019348233938217,0.08153046667575836,0.024075021967291832,community,cross_model,130
190,n130_s04,matched_random,130,200,0.2,0.1,0.12327466160058975,0.12327466160058975,7.866440667859273,0.12288461538461538,0.12327467650175095,1.4901161193847656e-08,0.12327466160058975,0.12327466160058975,0.12327466160058975,0.12327466160058975,0.12327466160058975,7.450580596923828e-09,1.4901161193847656e-08,0.0,community,cross_model,130
190,n140_s00,nn,140,200,0.2,0.1,0.12020819634199142,0.12020819634199142,5.676940904419324,0.11925000000000001,0.12020819634199142,0.07897331565618515,0.021578699350357056,0.037864333391189574,0.09594222158193588,0.2340029001235962,0.3380974233150482,0.07763531059026718,0.07897331565618515,0.021898839622735977,community,cross_model,140
190,n140_s00,matched_random,140,200,0.2,0.1,0.12020819634199142,0.12020819634199142,7.23643242548818,0.11896428571428572,0.12020817399024963,2.2351741790771484e-08,0.12020819634199142,0.12020819634199142,0.12020819634199142,0.12020819634199142,0.12020819634199142,1.4901161193847656e-08,2.2351741790771484e-08,2.2351741790771484e-08,community,cross_model,140
190,n140_s01,nn,140,200,0.2,0.1,0.11667962372303009,0.11667962372303009,6.802347379239466,0.11649999999999999,0.11667962372303009,0.07770653814077377,0.02158719301223755,0.03600631952285766,0.093233123421669,0.2237322241067887,0.40347397327423096,0.07637689262628555,0.07770653814077377,0.02463015355169773,community,cross_model,140
